"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000079671.9",52.0043178665308,0.0410070633082513,0.461727479283857,0.0888122651306213,0.929231110047433,0.959482327257609
"ENSMUSG00000081441.4",3.32728124246507,-1.08356082731007,1.81454634031985,-0.597152469040319,0.550405589759963,0.705838305594093
"ENSMUSG00000067879.4",7.42067166358405,1.36830767927744,1.19655477941655,1.14353952097758,0.252814655697269,0.412584489003097
"ENSMUSG00000025912.17",60.5112400116142,1.46960317049476,0.529071732140423,2.7777011721063,0.0054744939843858,0.0175764625059904
"ENSMUSG00000045210.9",591.564497300832,-0.021194608830294,0.233349700154467,-0.0908276668719272,0.927629525923028,0.959018586345722
"ENSMUSG00000025915.15",309.490141000903,-0.133747774281552,0.222898512431021,-0.600038882372275,0.548480322676299,0.704463918811302
"ENSMUSG00000046101.17",2.71912981522664,0.529699481497243,2.14766515363284,0.246639696416939,0.805187080092312,NA
"ENSMUSG00000098234.8",58.2105469487628,0.95999910648824,0.443373118541057,2.16521720948525,0.0303710550228562,0.0764947145800973
"ENSMUSG00000099032.3",11.238757395977,0.973125070872233,0.994399159373169,0.978606087605356,0.327774650220271,0.497060072739245
"ENSMUSG00000025916.11",4.77312905594448,-1.90676401248755,1.65039807432045,-1.15533581997947,0.247952932857383,0.407012456826875
"ENSMUSG00000025917.10",1118.86991574616,-0.153278824937171,0.168450335900344,-0.909934813236891,0.362856888743111,0.53382954060259
"ENSMUSG00000056763.17",271.94099327679,0.827091306875703,0.309150711260768,2.6753660164736,0.00746477039600678,0.0230513724105781
"ENSMUSG00000067851.12",2574.60867219049,-1.38776452840805,0.16231419310182,-8.54986555326993,1.23231972786515e-17,2.68466507579491e-16
"ENSMUSG00000048960.14",765.397312641029,-0.981591127747169,0.287723531802729,-3.41157750148908,0.000645881375834642,0.00265768117683602
"ENSMUSG00000057715.14",2.48382672380883,1.68434802534291,1.98670573602887,0.847809514412375,0.39654406350681,NA
"ENSMUSG00000097628.2",3.36577469677324,0.335730980546755,1.62935118406059,0.206051944989577,0.836750335556637,0.907989667135294
"ENSMUSG00000016918.16",1012.2722776875,0.678493605764401,0.189355518145692,3.58317313595456,0.000339445453378525,0.00148714860902509
"ENSMUSG00000025938.17",384.106922306028,-3.89763376858406,0.25991061218077,-14.9960547431331,7.79150401521461e-51,9.30804643072501e-49
"ENSMUSG00000005886.15",1593.07549767517,-0.0778786681311578,0.152568156246265,-0.510451656802167,0.60973507482685,0.753180767208005
"ENSMUSG00000103506.2",3.23107259451834,0.804917703190866,1.69559482194111,0.474711111861854,0.63499289669037,0.772732281199167
"ENSMUSG00000103085.2",7.2423906061882,1.31845451746309,1.19019874825122,1.10775995975489,0.267965496624084,0.42975110531675
"ENSMUSG00000102664.2",3.21763977965441,2.16408339282146,1.91935019449345,1.12750836143927,0.259527607299434,0.420014663203387
"ENSMUSG00000025935.11",962.009950798113,-0.16809141237318,0.179984678952523,-0.933920672311886,0.350344814466524,0.520406543585463
"ENSMUSG00000025937.7",475.310393662711,-0.70785195253523,0.200736512741737,-3.52627403389207,0.00042145064078531,0.00181210887138882
"ENSMUSG00000102982.2",5.98650482545359,0.916506773927666,1.28842646874868,0.711338051614055,0.476874777113195,0.641660569499042
"ENSMUSG00000025932.15",11.5198733678869,-0.459907830844841,0.938131542024813,-0.490238106536958,0.623965418588501,0.764194580605777
"ENSMUSG00000054493.3",5.17501170137507,0.33000994154682,1.37333570804129,0.240298085613382,0.810099179000685,0.892519997852358
"ENSMUSG00000025930.7",20.6916500020671,0.0778708662319443,0.740221014915406,0.105199480510349,0.916217522928929,0.953300158484372
"ENSMUSG00000082193.2",3.40097554583186,3.37414921534202,2.1307927037643,1.58351828846662,0.113303381612564,0.223694016970667
"ENSMUSG00000032769.6",2.7314302713894,4.65633912871803,2.36591553172912,1.96809187237338,0.049057467849726,NA
"ENSMUSG00000073737.4",4.3014110424418,0.871835025535586,1.57283002264204,0.554309755653748,0.57936687491894,0.729449232720323
"ENSMUSG00000025925.15",119.704243244962,0.548321925108764,0.339674490132813,1.61425700497665,0.106471691823414,0.21343382135867
"ENSMUSG00000043716.14",4099.00684070659,0.134105573447304,0.154094581216596,0.870280917009041,0.3841469049511,0.554857139531452
"ENSMUSG00000025921.8",147.746305798134,-0.145112970425975,0.313119080449426,-0.463443397373587,0.643046578039178,0.779214888393365
"ENSMUSG00000100868.2",6.13640184610447,0.736209739667287,1.32824708025368,0.554271679277233,0.579392929239176,0.729449232720323
"ENSMUSG00000025920.20",1275.6488369783,-1.24021380502937,0.161306099905128,-7.68857349944485,1.48784537662059e-14,2.51571117427115e-13
"ENSMUSG00000025939.20",391.4620567128,-0.110275474697628,0.210382038170244,-0.524167726754277,0.600161885792911,0.746057249482272
"ENSMUSG00000079658.10",917.865018262855,-0.306372970417778,0.16693080509839,-1.83532913674741,0.0664569364208919,0.146402300096548
"ENSMUSG00000025940.7",1267.41885271058,-1.39281760179782,0.168194937218928,-8.28097221490609,1.22173695685887e-16,2.49228885016366e-15
"ENSMUSG00000025779.11",34.695221132119,-0.707334562224733,0.587932237471763,-1.20308858256595,0.228942043162283,0.383616057987831
"ENSMUSG00000091020.4",12.7968974379854,-0.396615858116044,0.922693271373905,-0.429845833302195,0.667307789957128,0.796048282524239
"ENSMUSG00000042686.6",444.166329130347,-1.46696447770674,0.205941580352407,-7.12320685893772,1.05444379511155e-12,1.50453736823177e-11
"ENSMUSG00000025777.9",2.22785533416297,1.56394945718597,2.21964325929207,0.704594961662791,0.481062334849094,NA
"ENSMUSG00000067780.4",129.977657354078,0.509092370823005,0.325715039145257,1.56299927740202,0.118052764784922,0.230900849089226
"ENSMUSG00000025776.14",28.4018791584292,-1.15558770211257,0.600502495459979,-1.92436785999931,0.0543084900947459,0.124081322743971
"ENSMUSG00000041859.11",424.379636669916,2.66312528278446,0.254699635298516,10.4559446253749,1.37620497575915e-25,5.26240053282964e-24
"ENSMUSG00000025931.16",75.3082172510253,0.360697828452276,0.419686924991937,0.859444998099966,0.390095052813418,0.560591035091096
"ENSMUSG00000041809.6",11.9915074385698,0.627581865548492,0.89796350754827,0.698894621299247,0.484617889140589,0.648641313540692
"ENSMUSG00000041779.6",269.723081772909,0.162841217662426,0.256142770785376,0.635743953120862,0.524943323328603,0.683301101253398
"ENSMUSG00000100819.2",3.25176142078051,0.817067987107582,1.67174747351047,0.488750843087466,0.625018103519001,0.764826030831334
"ENSMUSG00000025933.16",42.420029688819,-0.413194322169769,0.531413799952812,-0.777537809907195,0.43684153612094,0.604847329537046
"ENSMUSG00000025934.16",84.8063758465727,-4.35814212204771,0.529160867226174,-8.23594939076429,1.78139234358181e-16,3.58199001716043e-15
"ENSMUSG00000028033.17",98.0131781546797,0.939803612848235,0.520315787716364,1.80621775282464,0.0708843329678661,0.1542960388218
"ENSMUSG00000082935.4",78.9040940158779,-0.671932855348754,0.412536243267016,-1.62878502511073,0.10335853588587,0.208450548264585
"ENSMUSG00000041670.20",5.89206854505598,3.22175094940873,1.63872143765573,1.96601501352029,0.0492968763750708,0.114454115590434
"ENSMUSG00000097970.2",19.6577594967745,-1.74222117921413,0.830442902991567,-2.09794216187289,0.0359102549432433,0.0879613561850176
"ENSMUSG00000100775.2",2.72530661869235,-2.41281790027553,2.12503777671964,-1.13542353303485,0.256197904146217,NA
"ENSMUSG00000026158.12",587.544367800554,-1.55469215722656,0.201029862279857,-7.73363787645762,1.04516060309014e-14,1.79543660745127e-13
"ENSMUSG00000026156.9",18.05529418924,0.592569044664676,0.780762695283821,0.758961779608676,0.447875420518043,0.614575401946896
"ENSMUSG00000026155.14",218.190546746657,0.713563707410359,0.249783590853352,2.85672771767178,0.00428032845819744,0.0141373045823876
"ENSMUSG00000026154.5",370.072059772315,-1.60077772096005,0.2477506972257,-6.46124406060398,1.03845675492171e-10,1.20974586146966e-09
"ENSMUSG00000026153.16",854.45037302833,0.246801076208305,0.233488173536189,1.05701746032996,0.290503618852366,0.455661644673779
"ENSMUSG00000026147.17",3.90456074707535,5.17457379158153,2.14888588096781,2.40802633467489,0.0160390240210656,0.0448235658045715
"ENSMUSG00000026141.14",2.82981969391863,3.12939060823391,2.24616239206171,1.39321654538143,0.163554317967943,NA
"ENSMUSG00000100131.2",14.4808485982789,0.54752733582676,0.883939893088701,0.619416931069336,0.535641730190297,0.693620938322228
"ENSMUSG00000067736.3",27.2307081195282,-1.70090683172381,0.672686735490386,-2.52852738427175,0.0114542150590774,0.0336537763783663
"ENSMUSG00000101939.2",234.733509024762,-1.75003268507163,0.272051913357613,-6.43271596024839,1.25343753413328e-10,1.43999567874846e-09
"ENSMUSG00000101111.2",15.6075588073593,-0.313877147282493,0.88743711639823,-0.35368945188635,0.723571628470845,0.835836581254509
"ENSMUSG00000100862.2",21.8148444374172,-0.338987642643723,0.761039066495644,-0.44542738680244,0.656010924271906,0.787920073192396
"ENSMUSG00000102070.2",22.8880139327882,0.410776582214027,0.694288769091859,0.591650910256447,0.554084375054936,0.709212479499588
"ENSMUSG00000101249.2",43.139160704156,-0.97963872142682,0.507620121468463,-1.92986581893736,0.0536234655913571,0.122792496126137
"ENSMUSG00000073725.9",756.377774186732,-1.17819013987878,0.180205857406753,-6.53802355169518,6.23371100226954e-11,7.42278629964056e-10
"ENSMUSG00000099492.2",3.79784636923244,-0.661497350103638,1.53852024734063,-0.42995687008153,0.667227015357696,0.796017068491664
"ENSMUSG00000048874.16",1377.86922547285,0.280334790611514,0.215646889025537,1.29997141103351,0.193610767855176,0.338599887725444
"ENSMUSG00000104315.2",3.47979823678303,-0.507615813340045,1.6140979402181,-0.314488855162936,0.753149779698028,0.855088618753995
"ENSMUSG00000026064.17",9.3574079098112,-1.78603848544137,1.05931884848423,-1.68602540018711,0.0917909071413926,0.189855629821249
"ENSMUSG00000117310.3",4.03643180188273,-1.55372842030914,1.61395598789962,-0.962683265193086,0.335706497399996,0.505565078641931
"ENSMUSG00000070960.5",6.20395196874008,0.924883193747133,1.38734107460778,0.666658841632446,0.504990074490036,0.665768074259151
"ENSMUSG00000026134.12",79.4979071669504,1.58077653463866,0.38851001988203,4.06881792937711,4.72522523805218e-05,0.000245921602793615
"ENSMUSG00000102714.2",2.24347918762648,1.49234266538385,2.05703359577922,0.72548288391884,0.468155841545284,NA
"ENSMUSG00000103746.2",2.22784507014591,2.67247690119695,2.40353415838524,1.11189470383579,0.266183426116486,NA
"ENSMUSG00000004768.15",255.285993706957,0.265289575927831,0.2397140609548,1.10669175963713,0.268427219319292,0.430151912565143
"ENSMUSG00000042215.9",848.613415927759,-0.520320194887447,0.16941084983121,-3.07135106993359,0.00213092438941208,0.00769591701040781
"ENSMUSG00000042197.14",557.911198052113,0.517609965706119,0.18715643962121,2.76565405258682,0.00568087654322731,0.0181529827722218
"ENSMUSG00000042182.17",38.9134398025001,1.34180696932716,0.576387839927913,2.32795849665214,0.0199143075906859,0.0538133817478647
"ENSMUSG00000026131.21",16401.2839228085,-1.41536606266406,0.164449614503827,-8.60668519615848,7.52036064718308e-18,1.6641301683924e-16
"ENSMUSG00000103364.2",17.8563140415649,0.648567495444275,0.768194353933807,0.844275269823397,0.398515602034653,0.568845620772307
"ENSMUSG00000096992.4",12.9054168061119,-0.470783402528141,0.886928809189081,-0.530801793391487,0.595556137174043,0.742434529754955
"ENSMUSG00000101462.3",8.18641532195617,0.623083981684343,1.08387236196863,0.574868410292001,0.565380295785447,0.717358571867976
"ENSMUSG00000102336.2",58.2730079091989,1.57208083983862,0.452120482788124,3.47712811006473,0.000506815592793674,0.00214245614493333
"ENSMUSG00000042111.10",282.362465129142,-0.0959357217373276,0.226954564688345,-0.422708932376252,0.672507637701762,0.799902036956648
"ENSMUSG00000026127.14",479.993576810186,0.138971366989408,0.202797391427531,0.685271965340189,0.493172319010651,0.655960096556301
"ENSMUSG00000026126.16",53.7697769369116,-0.501184361071618,0.443942110523411,-1.12894079924231,0.25892280819263,0.419481571365439
"ENSMUSG00000100280.3",5.47236074354525,0.433449912984599,1.30102165144398,0.33316118336964,0.739012617108842,0.846610630869033
"ENSMUSG00000037509.22",39.0234123321747,3.19161615417834,0.636179854858386,5.01684567627309,5.25267259581184e-07,3.79329710415839e-06
"ENSMUSG00000104002.3",5.85179245918163,1.52312257055955,1.39212214469587,1.09410124417804,0.273910576834479,0.436451706336031
"ENSMUSG00000037503.13",1928.52734771168,0.401148799476715,0.155437401346342,2.58077397075678,0.00985791013950818,0.0294560865669332
"ENSMUSG00000104358.2",12.2637632185612,1.53630992328903,0.99319524383221,1.5468357634912,0.121902853948158,0.236457642413715
"ENSMUSG00000026123.12",2189.15211656289,-1.55314672119147,0.155291895553861,-10.0014666937514,1.50156409257211e-23,5.02666455751522e-22
"ENSMUSG00000102531.2",2.22785533416297,1.56394945718597,2.21964325929207,0.704594961662791,0.481062334849094,NA
"ENSMUSG00000045216.8",758.378336050102,0.422087180229167,0.177301141687606,2.38062302482439,0.0172833888096044,0.0477126990880455
"ENSMUSG00000102202.2",4.88600997323603,0.0655564477402181,1.37456664196627,0.0476924477422513,0.961961353084036,0.978939347011303
"ENSMUSG00000037470.15",1531.55132345252,-0.317072669788097,0.153978955803593,-2.05919483044512,0.0394755782066386,0.0952395219721409
"ENSMUSG00000047180.9",108.382929756853,-0.221436078835089,0.371182819911685,-0.596568771388112,0.550795326103456,0.706139929194007
"ENSMUSG00000037447.17",153.571903428487,0.0108965136170096,0.291357953159775,0.0373990601555129,0.970166822035233,0.983511324079866
"ENSMUSG00000102762.2",2.24854416042514,1.57967086513785,2.22666400951585,0.709433869855076,0.478055275675148,NA
"ENSMUSG00000010453.13",1635.46731077261,0.0556199362362687,0.150220731442979,0.37025472917086,0.711192701495897,0.827288245270922
"ENSMUSG00000037432.16",103.328168073212,-0.804469539814206,0.355373298018862,-2.26373096768657,0.0235906666082744,0.0620239074030552
"ENSMUSG00000001143.14",619.286517139446,-0.458761897397668,0.188215717536751,-2.43742607366513,0.0147922384766496,0.0417757315939743
"ENSMUSG00000037408.11",139.405715849182,-0.427708970367392,0.309405537780648,-1.38235719190849,0.166862053349574,0.302449882102688
"ENSMUSG00000001138.14",440.971731564447,0.879538794215002,0.200074011089336,4.39606718247017,1.10229829741849e-05,6.47007330771201e-05
"ENSMUSG00000067653.13",836.302748824721,-3.54260091624703,0.206418828188766,-17.1621985616903,5.09479319291141e-66,1.20938480493552e-63
"ENSMUSG00000079610.10",154.383228482069,0.695217924312352,0.286119122541595,2.42981985313227,0.0151063291874934,0.0425575654884408
"ENSMUSG00000026121.14",447.179672658031,0.602275221737507,0.20748827021671,2.90269527577855,0.00369966428289346,0.0124580810174515
"ENSMUSG00000087589.4",47.9331694334981,1.03413734323022,0.500461865176943,2.06636592153648,0.0387939411926024,0.0938427285757526
"ENSMUSG00000046337.18",5.38565229636497,-0.965101436114093,1.44117992718542,-0.669660614826148,0.503074164104266,0.664248325615674
"ENSMUSG00000061518.12",7788.77049315731,-0.758856956754779,0.142282064127542,-5.33346884871264,9.63540993608671e-08,7.6872991188037e-07
"ENSMUSG00000037351.10",1943.32089469417,-0.200493794960767,0.160916778708724,-1.24594710737829,0.212783814095606,0.363007518577515
"ENSMUSG00000026116.12",1540.25334561008,-0.0268347453924472,0.177018623352236,-0.151592780941759,0.879508127574645,0.933057609600637
"ENSMUSG00000103159.2",2.62073012868035,1.7920254648532,2.00853433735013,0.89220554089079,0.372282772823133,NA
"ENSMUSG00000026114.15",8.10990023515892,-6.72270838829946,1.82138627613838,-3.69098443112937,0.000223387811987346,0.00101771745451264
"ENSMUSG00000026113.18",605.682904480669,-0.475873540118323,0.18560524651129,-2.56390133933728,0.0103502961153078,0.0307414222287286
"ENSMUSG00000026112.8",3314.02570673939,-0.885601557882934,0.152354789314134,-5.81275824586615,6.14517777303786e-09,5.78977109977248e-08
"ENSMUSG00000026111.16",284.432757913622,-0.32638996069318,0.266915801345334,-1.22281992691358,0.221397717335057,0.374348517802977
"ENSMUSG00000026110.16",446.562078187476,-0.68757223282482,0.239111337391004,-2.87553170973434,0.00403347629229455,0.0134287576813406
"ENSMUSG00000026090.17",22.3661830737308,0.758378517379859,0.747202410879357,1.01495726771993,0.310126197692541,0.477713633833248
"ENSMUSG00000060771.16",117.151619003556,0.154560825076849,0.348025010331503,0.444108384422217,0.65696422490199,0.788290004905028
"ENSMUSG00000037216.6",102.823680284399,-0.501487453615493,0.336402442983056,-1.49073665805914,0.136030647656855,0.257734858284648
"ENSMUSG00000026088.16",64.3153405244817,0.375634587657761,0.422183812903915,0.889741804817259,0.373604541146864,0.544366805611481
"ENSMUSG00000026087.12",1522.3762333096,-1.17225247378899,0.15955998542618,-7.34678228164749,2.03035176869126e-13,3.1003149229857e-12
"ENSMUSG00000058407.13",711.213491599404,-0.027126837743231,0.187320136041158,-0.144815385662921,0.884856634279381,0.93588134530513
"ENSMUSG00000026083.13",2913.92693944534,-0.800844513362832,0.470434452910338,-1.70235089800166,0.0886896088022678,0.185011261091971
"ENSMUSG00000026082.12",352.273761986064,-0.0759523937349698,0.220972850637006,-0.343718214776247,0.73105821147871,0.841612520590028
"ENSMUSG00000103804.2",5.06099842538234,0.632964932553836,1.45277948658252,0.435692366528939,0.663059944862887,0.793155083259414
"ENSMUSG00000037138.19",106.218814056385,0.663016024823438,0.374351466438951,1.77110572353417,0.0765431224238097,0.164246911441934
"ENSMUSG00000048814.12",121.721202426757,-0.0997202828255299,0.317696405430438,-0.313885461468856,0.753608032831444,0.855385401152805
"ENSMUSG00000026080.14",15.992297361626,0.624374824702984,0.862239800953082,0.724131296204174,0.468985132627199,0.634219462426749
"ENSMUSG00000026078.11",819.733384748385,-0.175108952114699,0.170405809331209,-1.027599662253,0.304138183157506,0.471744544446105
"ENSMUSG00000103046.2",23.791481286609,1.61878941640304,0.706561683051877,2.29108010699213,0.0219587809629697,0.0584650543978384
"ENSMUSG00000026077.16",147.96953574871,3.15950820807788,0.382698726122387,8.25586288224923,1.50808682843886e-16,3.04583547516082e-15
"ENSMUSG00000092563.2",3.27245024704267,0.82898451314639,1.66372572168572,0.498269938572837,0.618293793164766,0.759529533578908
"ENSMUSG00000073702.12",505.018687271381,0.44533012592108,0.21493260798721,2.07195236726286,0.0382698835576133,0.0928453585965032
"ENSMUSG00000003134.11",272.55609265904,0.98090385712938,0.245468230892893,3.99605217164491,6.44075456622124e-05,0.000326105573300254
"ENSMUSG00000003135.16",444.044597219757,0.0711324991931931,0.209715320453632,0.339185992894212,0.734469620547477,0.843679972622346
"ENSMUSG00000085894.2",11.0329707000053,0.405601348588017,0.93450925423947,0.434026037460813,0.664269533502909,0.793874626217221
"ENSMUSG00000048234.14",174.766181549021,0.588993699218732,0.328948440189254,1.79053501174794,0.0733679439670923,0.158587899696135
"ENSMUSG00000057173.9",5.79654279270879,3.1919133063505,1.62075289307264,1.96940157873126,0.0489069946106403,0.113687148352192
"ENSMUSG00000091937.4",62.0448204312027,-0.958453506593441,0.43629953501307,-2.19677865704058,0.0280362580735834,0.0714709518924627
"ENSMUSG00000026074.16",4872.13752427415,0.181404973586874,0.144082678684664,1.25903387723581,0.208018095778122,0.357009836115729
"ENSMUSG00000026072.13",339.943065184398,-0.238339013121697,0.221359028719068,-1.07670789170374,0.281610785637307,0.44545927649318
"ENSMUSG00000103560.2",3.4144083606958,1.48985149969371,1.70392369919349,0.874365149330859,0.381919430236917,0.552490965244984
"ENSMUSG00000070942.9",98.2755052850825,1.58340523113072,0.36782048019361,4.30483161322954,1.67112795984402e-05,9.52147033978459e-05
"ENSMUSG00000026069.16",15.5842500074301,-0.485238383957562,0.783176972777695,-0.619576929383618,0.535536359585761,0.693562349784601
"ENSMUSG00000026070.16",42.4497040072769,0.172678997545323,0.501486635967851,0.344334195889505,0.730594970254416,0.841320238688939
"ENSMUSG00000026068.12",6.14696072676931,0.683437511046476,1.23750800835592,0.55226916224522,0.580763955229318,0.730306365016167
"ENSMUSG00000102676.2",8.77067952451979,-4.36179460187947,1.67966189643337,-2.59682892797734,0.00940887715180683,0.0282965699990683
"ENSMUSG00000026062.13",47.514845819148,-1.02115936712005,0.567466833410989,-1.79950493490864,0.0719388439973999,0.156071001849789
"ENSMUSG00000041945.13",7.28158748413002,0.605510881835939,1.15910631997688,0.522394599529071,0.601395615354969,0.746861601947148
"ENSMUSG00000079588.4",3241.60219491881,-1.22272791207097,0.14292380877798,-8.55510304773904,1.17763485846386e-17,2.56859307195732e-16
"ENSMUSG00000060679.15",1434.90161317265,-0.543680593375,0.153735366218214,-3.53647053862213,0.000405511727551541,0.00174768765767203
"ENSMUSG00000041907.10",3.7967345385654,1.25601978542907,1.78350746080231,0.70424139681706,0.481282454896322,0.645927065907554
"ENSMUSG00000070939.10",581.210634730591,-0.152986103370086,0.194832266029638,-0.785219545446407,0.432324857640952,0.600511766828172
"ENSMUSG00000041878.4",3.95542833634906,-0.146661760611422,1.50078181364044,-0.0977235726595495,0.922151796869881,0.956371456150004
"ENSMUSG00000010290.8",581.281238719557,-0.830243337224782,0.187119354691198,-4.43697199894114,9.12331559258077e-06,5.43533123863075e-05
"ENSMUSG00000008136.15",22481.9135709945,-2.37452433131732,0.147731525946205,-16.0732404008471,3.92994635303166e-58,6.30101398602743e-56
"ENSMUSG00000094497.2",88.0164350117341,1.42753255528571,0.372801708449952,3.82920067942057,0.000128560142558638,0.000612890528348143
"ENSMUSG00000099576.2",27.142343685497,-1.68930134228285,0.76572061212539,-2.20615889860128,0.0273728759670903,0.0700435988977288
"ENSMUSG00000066877.12",403.106337689334,0.997417143604928,0.222586318702028,4.48103526497579,7.42818350166244e-06,4.49279742036354e-05
"ENSMUSG00000103945.2",13.6783530610965,1.1025662537906,0.875390435336708,1.25951370872189,0.207844841837741,0.35677949090066
"ENSMUSG00000026051.9",13.1100711433824,0.770232540735982,0.999963010887895,0.770261032007645,0.44114506679846,0.608455292102494
"ENSMUSG00000057363.13",205.039711755429,-0.597211589226784,0.253168665971372,-2.35894749034351,0.0183268487973239,0.0501297364493949
"ENSMUSG00000100701.2",19.2412090376082,-0.712412611530162,0.84210235421761,-0.84599289856167,0.397556705883663,0.568009182376425
"ENSMUSG00000041763.15",1416.55976442662,-0.429648998055894,0.18333068119637,-2.34357389200822,0.019099978438198,0.051914379233434
"ENSMUSG00000047343.5",5.60928467645091,-0.00229696434933095,1.59842211184299,-0.00143701987873687,0.998853424419807,0.999242076221796
"ENSMUSG00000026049.12",66.4925514378518,0.574486291224626,0.403792856035453,1.42272524795284,0.154815818523111,0.28542702551598
"ENSMUSG00000026047.14",407.709076724672,-0.0812118478745034,0.211237297851954,-0.384457899719115,0.700639093806213,0.819549555650196
"ENSMUSG00000041684.12",280.329755984394,0.0570471274129198,0.25269236767497,0.225757223844203,0.821390248587191,0.899004249321956
"ENSMUSG00000026048.17",490.095550768664,-0.439232856457043,0.19516535629567,-2.25056774826172,0.0244129280574325,0.0638428469201282
"ENSMUSG00000046828.4",13.1306225746669,-2.41332640170045,0.927466084924344,-2.60206431364799,0.0092664472947697,0.0279215502231785
"ENSMUSG00000056870.10",107.556581214577,0.322327888117751,0.349578781597597,0.922046488761969,0.356504327137933,0.526901115179683
"ENSMUSG00000102319.2",4.28580771701243,0.212608518258611,1.53716593374158,0.138312015373061,0.889993829884389,0.93840826204943
"ENSMUSG00000026043.19",21780.3675521883,1.82898978235838,0.189535056424931,9.64987594831981,4.9215228542271e-22,1.46269259722866e-20
"ENSMUSG00000026042.17",2185.364115143,1.78280172891464,0.156120746431929,11.4193774348368,3.34622353841766e-30,1.65303442797832e-28
"ENSMUSG00000104476.2",7.82654007388078,1.23629532218135,1.14914234326224,1.07584176097079,0.281998031873686,0.445840327531116
"ENSMUSG00000025995.17",364.465473264115,0.217810704126195,0.222249460899792,0.980028042562505,0.327072276504458,0.496340975193791
"ENSMUSG00000084817.4",13.2564010702176,1.65036719202387,0.904778174043646,1.82405725444064,0.0681434169235714,0.149433158311822
"ENSMUSG00000025993.11",178.302190380505,1.85086553535118,0.293908079567469,6.29742992460437,3.02621091648041e-10,3.32610241319477e-09
"ENSMUSG00000041144.13",30.3283776282275,4.02861167006912,0.814959404807044,4.94332803119557,7.68000969024432e-07,5.40320312233586e-06
"ENSMUSG00000101262.2",2.82587681580408,-0.746382003167768,1.76280598557412,-0.423405643772353,0.671999327875741,NA
"ENSMUSG00000101337.7",2.22279036136431,1.47676033587899,2.09318593429044,0.705508436535331,0.480493883603769,NA
"ENSMUSG00000025986.7",472.972287995533,0.917517078461272,0.200096055199155,4.58538314285141,4.53154669821105e-06,2.83559091235541e-05
"ENSMUSG00000100213.2",14.3272523960284,-0.287106641248726,0.817286220493392,-0.351292648829197,0.725368809347093,0.837171882127054
"ENSMUSG00000026109.15",2.48889169660749,1.7683617329989,2.20090946733246,0.803468638418003,0.421703916440513,NA
"ENSMUSG00000045954.8",3519.68534661912,0.164352638423077,0.154237179402861,1.06558379153055,0.286611829391887,0.45133893492073
